locus_tag	ftype	length_bp	gene	EC_number	COG	product
AKFMKLHP_02224	CDS	2061	ganA	3.2.1.23	COG1874	Beta-galactosidase GanA
AKFMKLHP_02225	CDS	852	malG_1		COG3833	Maltose/maltodextrin transport system permease protein MalG
AKFMKLHP_02226	CDS	1257				hypothetical protein
AKFMKLHP_02227	CDS	1266	cycB		COG2182	Cyclodextrin-binding protein
AKFMKLHP_02228	CDS	993	lacR_2		COG1609	HTH-type transcriptional regulator LacR
AKFMKLHP_02229	CDS	660	lutR_1		COG2186	HTH-type transcriptional regulator LutR
AKFMKLHP_02230	CDS	1692	lutP		COG1620	L-lactate permease
AKFMKLHP_02231	CDS	1311	rpoN		COG1508	RNA polymerase sigma-54 factor
AKFMKLHP_02232	CDS	219	yvfG			putative protein YvfG
AKFMKLHP_02233	CDS	969	epsO	2.-.-.-	COG5039	Putative pyruvyl transferase EpsO
AKFMKLHP_02234	CDS	1167	epsN	2.6.1.-	COG0399	Putative pyridoxal phosphate-dependent aminotransferase EpsN
AKFMKLHP_02235	CDS	651	epsM	2.3.1.-	COG0110	Putative acetyltransferase EpsM
AKFMKLHP_02236	CDS	609	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
AKFMKLHP_02237	CDS	1518	epsK			putative membrane protein EpsK
AKFMKLHP_02238	CDS	1035	epsJ	2.4.-.-	COG0463	putative glycosyltransferase EpsJ
AKFMKLHP_02239	CDS	1077	epsI	2.-.-.-	COG5039	Putative pyruvyl transferase EpsI
AKFMKLHP_02240	CDS	1035	epsH	2.4.-.-	COG0463	Putative glycosyltransferase EpsH
AKFMKLHP_02241	CDS	1104	epsG			Transmembrane protein EpsG
AKFMKLHP_02242	CDS	1164	epsF_2	2.4.-.-	COG0438	Putative glycosyltransferase EpsF
AKFMKLHP_02243	CDS	837	epsE	2.4.-.-	COG0463	Putative glycosyltransferase EpsE
AKFMKLHP_02244	CDS	1146	epsD	2.4.-.-		Putative glycosyltransferase EpsD
AKFMKLHP_02245	CDS	1797	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
AKFMKLHP_02246	CDS	684	yveL	2.7.10.2	COG0489	Putative tyrosine-protein kinase YveL
AKFMKLHP_02247	CDS	705	ywqC_1		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
AKFMKLHP_02248	CDS	459				hypothetical protein
AKFMKLHP_02249	CDS	1470	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
AKFMKLHP_02250	CDS	192				hypothetical protein
AKFMKLHP_02251	CDS	486	padC	4.1.1.102	COG3479	Phenolic acid decarboxylase PadC
AKFMKLHP_02252	CDS	312				hypothetical protein
AKFMKLHP_02253	CDS	684	racX	5.1.1.10	COG1794	Broad specificity amino-acid racemase RacX
AKFMKLHP_02254	CDS	1356	pbpE		COG1680	Penicillin-binding protein 4*
AKFMKLHP_02255	CDS	1422	sacB	2.4.1.10		Levansucrase
AKFMKLHP_02256	CDS	1551	levB	3.2.1.64	COG1621	Levanbiose-producing levanase
AKFMKLHP_02257	CDS	1563	yveA_1		COG0531	Aspartate-proton symporter
AKFMKLHP_02258	CDS	585	yvdT			putative HTH-type transcriptional regulator YvdT
AKFMKLHP_02259	CDS	336	gdx_1			Guanidinium exporter
AKFMKLHP_02260	CDS	321	gdx_2			Guanidinium exporter
AKFMKLHP_02261	CDS	513				hypothetical protein
AKFMKLHP_02262	CDS	1344	yvdP_2	1.21.-.-	COG0277	putative FAD-linked oxidoreductase YvdP
AKFMKLHP_02263	CDS	963	cotR	3.1.1.-	COG3621	Putative sporulation hydrolase CotR
AKFMKLHP_02264	tRNA	81				tRNA-Arg(ccg)
AKFMKLHP_02265	CDS	594	clpP	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
AKFMKLHP_02266	CDS	681	yvdM	5.4.2.6	COG0637	Beta-phosphoglucomutase
AKFMKLHP_02267	CDS	1686	malL_2	3.2.1.10	COG0366	Oligo-1,6-glucosidase 1
AKFMKLHP_02268	CDS	2274	malP_1	2.4.1.8		Maltose phosphorylase
AKFMKLHP_02269	CDS	891				hypothetical protein
AKFMKLHP_02270	CDS	837	malG_2		COG3833	Maltose/maltodextrin transport system permease protein MalG
AKFMKLHP_02271	CDS	1308				hypothetical protein
AKFMKLHP_02272	CDS	1254	mdxE		COG2182	Maltodextrin-binding protein MdxE
AKFMKLHP_02273	CDS	1767	bbmA	3.2.1.-	COG0366	Intracellular maltogenic amylase
AKFMKLHP_02274	CDS	951	purR_1		COG1609	HTH-type transcriptional repressor PurR
AKFMKLHP_02275	CDS	576	yvdD		COG1611	LOG family protein YvdD
AKFMKLHP_02276	CDS	321				hypothetical protein
AKFMKLHP_02277	CDS	1593	dauA		COG0659	C4-dicarboxylic acid transporter DauA
AKFMKLHP_02278	CDS	585	csh_2	3.13.1.5		Carbon disulfide hydrolase
AKFMKLHP_02279	CDS	975	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
AKFMKLHP_02280	CDS	1941	yxdM_1			ABC transporter permease protein YxdM
AKFMKLHP_02281	CDS	780	yxdL_1		COG1136	ABC transporter ATP-binding protein YxdL
AKFMKLHP_02282	CDS	1071	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
AKFMKLHP_02283	CDS	714	graR_2		COG0745	Response regulator protein GraR
AKFMKLHP_02284	CDS	210				hypothetical protein
AKFMKLHP_02285	CDS	756	nhoA	2.3.1.5	COG2162	Arylamine N-acetyltransferase
AKFMKLHP_02286	CDS	258	crh		COG1925	HPr-like protein Crh
AKFMKLHP_02287	CDS	951	whiA		COG1481	putative cell division protein WhiA
AKFMKLHP_02288	CDS	996			COG0391	Gluconeogenesis factor
AKFMKLHP_02289	CDS	888	yvcJ		COG1660	Nucleotide-binding protein YvcJ
AKFMKLHP_02290	CDS	477	mutX	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
AKFMKLHP_02291	CDS	951	trxB	1.8.1.9	COG0492	Thioredoxin reductase
AKFMKLHP_02292	CDS	1422	cwlO	3.4.-.-	COG0791	Peptidoglycan DL-endopeptidase CwlO
AKFMKLHP_02293	CDS	1455				hypothetical protein
AKFMKLHP_02294	CDS	1770	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
AKFMKLHP_02295	CDS	360				hypothetical protein
AKFMKLHP_02296	CDS	1911				hypothetical protein
AKFMKLHP_02297	CDS	726	yvcA			Putative lipoprotein YvcA
AKFMKLHP_02298	CDS	630	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
AKFMKLHP_02299	CDS	759	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
AKFMKLHP_02300	CDS	738	priA_2	5.3.1.16	COG0106	Phosphoribosyl isomerase A
AKFMKLHP_02301	CDS	639	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
AKFMKLHP_02302	CDS	585	hisB	4.2.1.19		Imidazoleglycerol-phosphate dehydratase
AKFMKLHP_02303	CDS	1284	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
AKFMKLHP_02304	CDS	642	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
AKFMKLHP_02305	CDS	1176	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
AKFMKLHP_02306	CDS	753				hypothetical protein
AKFMKLHP_02307	CDS	666	pelC	4.2.2.2		Pectate lyase C
AKFMKLHP_02308	CDS	519	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
AKFMKLHP_02309	CDS	651	ppaX_2	3.6.1.1	COG0546	Pyrophosphatase PpaX
AKFMKLHP_02310	CDS	939				hypothetical protein
AKFMKLHP_02311	CDS	810	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
AKFMKLHP_02312	CDS	933	hprK	2.7.11.-	COG1493	HPr kinase/phosphorylase
AKFMKLHP_02313	CDS	1191	nagA	3.5.1.25	COG1820	N-acetylglucosamine-6-phosphate deacetylase
AKFMKLHP_02314	CDS	729	nagB	3.5.99.6	COG0363	Glucosamine-6-phosphate deaminase 1
AKFMKLHP_02315	CDS	732	nagR_2		COG2188	HTH-type transcriptional repressor NagR
AKFMKLHP_02316	CDS	3870	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
AKFMKLHP_02317	CDS	474				hypothetical protein
AKFMKLHP_02318	CDS	1218	cypX	1.14.15.13	COG2124	Pulcherriminic acid synthase
AKFMKLHP_02319	CDS	747	yvmC	2.3.2.22		Cyclo(L-leucyl-L-leucyl) synthase
AKFMKLHP_02320	CDS	510	pchR_2			HTH-type transcriptional regulator PchR
AKFMKLHP_02321	CDS	1212	ymfD_3			Bacillibactin exporter
AKFMKLHP_02322	CDS	360				hypothetical protein
AKFMKLHP_02323	CDS	198				hypothetical protein
AKFMKLHP_02324	CDS	1098				hypothetical protein
AKFMKLHP_02325	CDS	327				hypothetical protein
AKFMKLHP_02326	CDS	231				hypothetical protein
AKFMKLHP_02327	CDS	483	yvzB		COG1344	Putative flagellin YvzB
AKFMKLHP_02328	CDS	2874	uvrA			UvrABC system protein A
AKFMKLHP_02329	CDS	1986	uvrB		COG0556	UvrABC system protein B
AKFMKLHP_02330	CDS	231	csbA		COG4897	Protein CsbA
AKFMKLHP_02331	CDS	2496				hypothetical protein
AKFMKLHP_02332	CDS	570	bm3R1_2			HTH-type transcriptional repressor Bm3R1
AKFMKLHP_02333	CDS	1335	ribZ_1			Riboflavin transporter RibZ
AKFMKLHP_02334	CDS	1194	minJ		COG0265	Cell division topological determinant MinJ
AKFMKLHP_02335	CDS	339				hypothetical protein
AKFMKLHP_02336	CDS	1443	ctpB	3.4.21.102	COG0793	Carboxy-terminal processing protease CtpB
AKFMKLHP_02337	CDS	900	ftsX		COG2177	Cell division protein FtsX
AKFMKLHP_02338	CDS	687	ftsE		COG2884	Cell division ATP-binding protein FtsE
AKFMKLHP_02339	CDS	339	cccB		COG2010	Cytochrome c-551
AKFMKLHP_02340	CDS	846				hypothetical protein
AKFMKLHP_02341	CDS	984	prfB			Peptide chain release factor 2
AKFMKLHP_02342	CDS	2526	secA		COG0653	Protein translocase subunit SecA
AKFMKLHP_02343	CDS	570	yvyD		COG1544	Ribosome hibernation promotion factor
AKFMKLHP_02344	CDS	378				hypothetical protein
AKFMKLHP_02345	CDS	342	fliT			Flagellar protein FliT
AKFMKLHP_02346	CDS	402	fliS		COG1516	Flagellar secretion chaperone FliS
AKFMKLHP_02347	CDS	1497	fliD		COG1345	Flagellar hook-associated protein 2
AKFMKLHP_02348	CDS	330	yvyC		COG1334	putative protein YvyC
AKFMKLHP_02349	CDS	915	hag		COG1344	Flagellin
AKFMKLHP_02350	CDS	225	csrA		COG1551	Translational regulator CsrA
AKFMKLHP_02351	CDS	432	fliW		COG1699	Flagellar assembly factor FliW
AKFMKLHP_02352	CDS	576	yviE			putative protein YviE
AKFMKLHP_02353	CDS	897	flaB3		COG1344	Flagellin FlaB3
AKFMKLHP_02354	CDS	1524				hypothetical protein
AKFMKLHP_02355	CDS	483	yvyG			putative protein YvyG
AKFMKLHP_02356	CDS	267				hypothetical protein
AKFMKLHP_02357	CDS	420				hypothetical protein
AKFMKLHP_02358	CDS	723				hypothetical protein
AKFMKLHP_02359	CDS	297	comFB			ComF operon protein 2
AKFMKLHP_02360	CDS	1392	comFA	3.6.4.12	COG4098	ComF operon protein 1
AKFMKLHP_02361	CDS	846	degV		COG1307	Protein DegV
AKFMKLHP_02362	CDS	690	degU		COG2197	Transcriptional regulatory protein DegU
AKFMKLHP_02363	CDS	1158	degS	2.7.13.3		Signal transduction histidine-protein kinase/phosphatase DegS
AKFMKLHP_02364	CDS	654	yigZ		COG1739	IMPACT family member YigZ
AKFMKLHP_02365	CDS	1176	tagV	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagV
AKFMKLHP_02366	CDS	1077	tagO	2.7.8.33	COG0472	putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase
AKFMKLHP_02367	CDS	1200	tuaH	2.4.-.-		Putative teichuronic acid biosynthesis glycosyltransferase TuaH
AKFMKLHP_02368	CDS	759	tuaG	2.4.-.-	COG0463	Putative teichuronic acid biosynthesis glycosyltransferase TuaG
AKFMKLHP_02369	CDS	681	tuaF			Teichuronic acid biosynthesis protein TuaF
AKFMKLHP_02370	CDS	1467	tuaE			Teichuronic acid biosynthesis protein TuaE
AKFMKLHP_02371	CDS	1386	tuaD	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase TuaD
AKFMKLHP_02372	CDS	1170	tuaC	2.4.-.-	COG0438	Putative teichuronic acid biosynthesis glycosyltransferase TuaC
AKFMKLHP_02373	CDS	1452	tuaB		COG2244	Teichuronic acid biosynthesis protein TuaB
AKFMKLHP_02374	CDS	540	tuaA	2.7.8.40	COG2148	Putative undecaprenyl-phosphate N-acetylgalactosaminyl 1-phosphate transferase
AKFMKLHP_02375	CDS	1491	lytC_2	3.5.1.28	COG0860	N-acetylmuramoyl-L-alanine amidase LytC
AKFMKLHP_02376	CDS	2118	lytB_1		COG2247	Amidase enhancer
AKFMKLHP_02377	CDS	309	lytA_2			Membrane-bound protein LytA
AKFMKLHP_02378	CDS	921	tagU	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagU
AKFMKLHP_02379	CDS	1143	mnaA	5.1.3.14	COG0381	UDP-N-acetylglucosamine 2-epimerase
AKFMKLHP_02380	CDS	879	gtaB_2	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
AKFMKLHP_02381	CDS	2703				hypothetical protein
AKFMKLHP_02382	CDS	1341	arnC_1	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
AKFMKLHP_02383	CDS	102				hypothetical protein
AKFMKLHP_02384	CDS	597	gtaB_3	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
AKFMKLHP_02385	CDS	1584	tagH	7.5.2.4	COG1134	Teichoic acids export ATP-binding protein TagH
AKFMKLHP_02386	CDS	828	tagG		COG1682	Teichoic acid translocation permease protein TagG
AKFMKLHP_02387	CDS	2241	tagF	2.7.8.12	COG1887	Teichoic acid poly(glycerol phosphate) polymerase
AKFMKLHP_02388	CDS	2022	tagE	2.4.1.52	COG0438	Poly(glycerol-phosphate) alpha-glucosyltransferase
AKFMKLHP_02389	CDS	390	tagD	2.7.7.39	COG0615	Glycerol-3-phosphate cytidylyltransferase
AKFMKLHP_02390	CDS	771	tagA	2.4.1.187	COG1922	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
AKFMKLHP_02391	CDS	1146	tagB	2.7.8.44	COG1887	Teichoic acid glycerol-phosphate primase
AKFMKLHP_02392	CDS	1329				hypothetical protein
AKFMKLHP_02393	CDS	2643	lytD	3.2.1.96	COG4193	Beta-N-acetylglucosaminidase
AKFMKLHP_02394	CDS	951	yvyI	5.3.1.8	COG1482	Putative mannose-6-phosphate isomerase YvyI
AKFMKLHP_02395	CDS	1452	gerBA_1			Spore germination protein B1
AKFMKLHP_02396	CDS	1113	gerBB			Spore germination protein B2
AKFMKLHP_02397	CDS	1125	gerBC_1			Spore germination protein B3
AKFMKLHP_02398	CDS	1374	csbC_1			putative metabolite transport protein CsbC
AKFMKLHP_02399	CDS	969	tagT	2.7.8.-	COG1316	Polyisoprenyl-teichoic acid--peptidoglycan teichoic acid transferase TagT
AKFMKLHP_02400	CDS	861	ywtE	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE
AKFMKLHP_02401	CDS	1362	pgdS	3.4.19.-	COG0791	Gamma-DL-glutamyl hydrolase
AKFMKLHP_02402	CDS	168				hypothetical protein
AKFMKLHP_02403	CDS	1143	capA			Capsule biosynthesis protein CapA
AKFMKLHP_02404	CDS	450	capC			Capsule biosynthesis protein CapC
AKFMKLHP_02405	CDS	1182	capB			Capsule biosynthesis protein CapB
AKFMKLHP_02406	CDS	981	ccpA_2		COG1609	Catabolite control protein A
AKFMKLHP_02407	CDS	882	rbsK/rbiA			Bifunctional ribokinase/ribose-5-phosphate isomerase A
AKFMKLHP_02408	CDS	396	rbsD	5.4.99.62	COG1869	D-ribose pyranase
AKFMKLHP_02409	CDS	1482	rbsA	7.5.2.7	COG1129	Ribose import ATP-binding protein RbsA
AKFMKLHP_02410	CDS	969	rbsC		COG1172	Ribose import permease protein RbsC
AKFMKLHP_02411	CDS	918	rbsB		COG1879	Ribose import binding protein RbsB
AKFMKLHP_02412	CDS	537	ywsB			Cell wall-binding protein YwsB
AKFMKLHP_02413	CDS	297				hypothetical protein
AKFMKLHP_02414	CDS	528	ywrO_2	1.6.99.-	COG2249	General stress protein 14
AKFMKLHP_02415	CDS	768	alsD	4.1.1.5	COG3527	Alpha-acetolactate decarboxylase
AKFMKLHP_02416	CDS	1716	alsS	2.2.1.6	COG0028	Acetolactate synthase
AKFMKLHP_02417	CDS	909	hcaR			Hca operon transcriptional activator HcaR
AKFMKLHP_02418	CDS	1215	arsB_1		COG1055	Arsenical pump membrane protein
AKFMKLHP_02419	CDS	678				hypothetical protein
AKFMKLHP_02420	CDS	1143				hypothetical protein
AKFMKLHP_02421	CDS	1089	cotH_2		COG5337	Inner spore coat protein H
AKFMKLHP_02422	CDS	588	cotG			Spore coat protein G
AKFMKLHP_02423	CDS	618				hypothetical protein
AKFMKLHP_02424	CDS	336				hypothetical protein
AKFMKLHP_02425	CDS	1578	ywrD	2.3.2.2	COG0405	Glutathione hydrolase-like YwrD proenzyme
AKFMKLHP_02426	CDS	477				hypothetical protein
AKFMKLHP_02427	CDS	594				hypothetical protein
AKFMKLHP_02428	CDS	537	chrA			Chromate transport protein
AKFMKLHP_02429	CDS	222				hypothetical protein
AKFMKLHP_02430	CDS	546	ywqN	1.-.-.-	COG0655	Putative NAD(P)H-dependent FMN-containing oxidoreductase YwqN
AKFMKLHP_02431	CDS	882	gltR_4		COG0583	HTH-type transcriptional regulator GltR
AKFMKLHP_02432	CDS	717	nfi	3.1.21.7	COG1515	Endonuclease V
AKFMKLHP_02433	CDS	465	ywqK			Putative antitoxin YwqK
AKFMKLHP_02434	CDS	1809	ywqJ	3.1.-.-	COG5444	Putative ribonuclease YwqJ
AKFMKLHP_02435	CDS	261				hypothetical protein
AKFMKLHP_02436	CDS	423				hypothetical protein
AKFMKLHP_02437	CDS	786	ywqG		COG3878	putative protein YwqG
AKFMKLHP_02438	CDS	1323	ywqF	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase YwqF
AKFMKLHP_02439	CDS	765	ywqE	3.1.3.48	COG4464	Tyrosine-protein phosphatase YwqE
AKFMKLHP_02440	CDS	684	ywqD	2.7.10.2	COG0489	Tyrosine-protein kinase YwqD
AKFMKLHP_02441	CDS	747	ywqC_2		COG3944	putative capsular polysaccharide biosynthesis protein YwqC
AKFMKLHP_02442	CDS	144				hypothetical protein
AKFMKLHP_02443	CDS	1611				hypothetical protein
AKFMKLHP_02444	CDS	2769	rapA_4	3.6.4.-		RNA polymerase-associated protein RapA
AKFMKLHP_02445	CDS	858	ywpJ	3.1.3.-	COG0561	Phosphatase YwpJ
AKFMKLHP_02446	CDS	777	glcR		COG1349	HTH-type transcriptional repressor GlcR
AKFMKLHP_02447	CDS	342	ssbB		COG0629	Single-stranded DNA-binding protein B
AKFMKLHP_02448	CDS	384	ywpG			putative protein YwpG
AKFMKLHP_02449	CDS	411				hypothetical protein
AKFMKLHP_02450	CDS	309	ywpE	3.4.22.-	COG3764	Putative sortase YwpE
AKFMKLHP_02451	CDS	870	rcsC_1	2.7.13.3		Sensor histidine kinase RcsC
AKFMKLHP_02452	CDS	393	mscL		COG1970	Large-conductance mechanosensitive channel
AKFMKLHP_02453	CDS	471	fabZ_1	4.2.1.59	COG0764	3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ
AKFMKLHP_02454	CDS	1065	rapF_1	3.1.-.-	COG0457	Response regulator aspartate phosphatase F
AKFMKLHP_02455	CDS	810	flgG_2		COG4786	Flagellar basal-body rod protein FlgG
AKFMKLHP_02456	CDS	813	flgG_3		COG4786	Flagellar basal-body rod protein FlgG
AKFMKLHP_02457	CDS	1002	mbl		COG1077	Cell shape-determining protein Mbl
AKFMKLHP_02458	CDS	282	spoIIID			Stage III sporulation protein D
AKFMKLHP_02459	CDS	414			COG1846	putative HTH-type transcriptional regulator/GBAA_1941/BAS1801
AKFMKLHP_02460	CDS	1191	pbuE_1		COG2814	Purine efflux pump PbuE
AKFMKLHP_02461	CDS	1407				hypothetical protein
AKFMKLHP_02462	CDS	1473	pucI_1		COG1953	putative allantoin permease
AKFMKLHP_02463	CDS	1362	ribZ_2			Riboflavin transporter RibZ
AKFMKLHP_02464	CDS	570	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
AKFMKLHP_02465	CDS	462				hypothetical protein
AKFMKLHP_02466	CDS	1215	nrgA			Ammonium transporter
AKFMKLHP_02467	CDS	351	nrgB		COG0347	Nitrogen regulatory PII-like protein
AKFMKLHP_02468	CDS	582	bcrC	3.6.1.27	COG0671	Undecaprenyl-diphosphatase BcrC
AKFMKLHP_02469	CDS	423	ywnJ			putative membrane protein YwnJ
AKFMKLHP_02470	CDS	852	spoIIQ		COG0739	Stage II sporulation protein Q
AKFMKLHP_02471	CDS	498	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
AKFMKLHP_02472	CDS	519				hypothetical protein
AKFMKLHP_02473	CDS	435				hypothetical protein
AKFMKLHP_02474	CDS	1491	clsA	2.7.8.-	COG1502	Major cardiolipin synthase ClsA
AKFMKLHP_02475	CDS	774	mta		COG0789	HTH-type transcriptional activator mta
AKFMKLHP_02476	CDS	384				hypothetical protein
AKFMKLHP_02477	CDS	642				hypothetical protein
AKFMKLHP_02478	CDS	402	ywnA		COG1959	Putative HTH-type transcriptional regulator YwnA
AKFMKLHP_02479	CDS	1710	ureC	3.5.1.5	COG0804	Urease subunit alpha
AKFMKLHP_02480	CDS	375	ureB	3.5.1.5	COG0832	Urease subunit beta
AKFMKLHP_02481	CDS	318	ureA	3.5.1.5	COG0831	Urease subunit gamma
AKFMKLHP_02482	CDS	165				hypothetical protein
AKFMKLHP_02483	CDS	189	csbD		COG3237	Stress response protein CsbD
AKFMKLHP_02484	CDS	639				hypothetical protein
AKFMKLHP_02485	CDS	1134	rapA_5	3.1.-.-	COG0457	Response regulator aspartate phosphatase A
AKFMKLHP_02486	CDS	1026	moaA_1	4.1.99.22	COG2896	GTP 3',8-cyclase
AKFMKLHP_02487	CDS	789	fdhD		COG1526	Sulfur carrier protein FdhD
AKFMKLHP_02488	CDS	162				hypothetical protein
AKFMKLHP_02489	CDS	675				hypothetical protein
AKFMKLHP_02490	CDS	684				hypothetical protein
AKFMKLHP_02491	CDS	1032	lytB_2		COG2247	Amidase enhancer
AKFMKLHP_02492	CDS	1311	murAA	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 1
AKFMKLHP_02493	CDS	741	ywmB			putative protein YwmB
AKFMKLHP_02494	CDS	231				hypothetical protein
AKFMKLHP_02495	CDS	474				hypothetical protein
AKFMKLHP_02496	CDS	399	atpC		COG0355	ATP synthase epsilon chain
AKFMKLHP_02497	CDS	1422	atpD	7.1.2.2	COG0055	ATP synthase subunit beta
AKFMKLHP_02498	CDS	864	atpG		COG0224	ATP synthase gamma chain
AKFMKLHP_02499	CDS	1509	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
AKFMKLHP_02500	CDS	546	atpH		COG0712	ATP synthase subunit delta
AKFMKLHP_02501	CDS	513	atpF		COG0711	ATP synthase subunit b
AKFMKLHP_02502	CDS	213	atpE		COG0636	ATP synthase subunit c
AKFMKLHP_02503	CDS	735	atpB		COG0356	ATP synthase subunit a
AKFMKLHP_02504	CDS	384				hypothetical protein
AKFMKLHP_02505	CDS	630	upp	2.4.2.9		Uracil phosphoribosyltransferase
AKFMKLHP_02506	CDS	1248	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
AKFMKLHP_02507	CDS	543				hypothetical protein
AKFMKLHP_02508	CDS	450	ywlF	5.3.1.-	COG0698	Putative sugar phosphate isomerase YwlF
AKFMKLHP_02509	CDS	453	ywlE	3.9.1.2	COG0394	Protein-arginine-phosphatase
AKFMKLHP_02510	CDS	558	mntP		COG1971	putative manganese efflux pump MntP
AKFMKLHP_02511	CDS	1041	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
AKFMKLHP_02512	CDS	444				hypothetical protein
AKFMKLHP_02513	CDS	675				hypothetical protein
AKFMKLHP_02514	CDS	363				hypothetical protein
AKFMKLHP_02515	CDS	288				hypothetical protein
AKFMKLHP_02516	CDS	867	prmC	2.1.1.297		Release factor glutamine methyltransferase
AKFMKLHP_02517	CDS	1071	prfA		COG0216	Peptide chain release factor 1
AKFMKLHP_02518	CDS	387	cetB	5.1.3.33		2-epi-5-epi-valiolone epimerase
AKFMKLHP_02519	CDS	555	racA			Chromosome-anchoring protein RacA
AKFMKLHP_02520	CDS	960				hypothetical protein
AKFMKLHP_02521	CDS	1698	maeA_2	1.1.1.38	COG0281	putative NAD-dependent malic enzyme 2
AKFMKLHP_02522	CDS	588	tdk	2.7.1.21	COG1435	Thymidine kinase
AKFMKLHP_02523	CDS	201	rpmE		COG0254	50S ribosomal protein L31
AKFMKLHP_02524	CDS	1284	rho	3.6.4.-	COG1158	Transcription termination factor Rho
AKFMKLHP_02525	CDS	966	glpX	3.1.3.11	COG1494	Fructose-1,6-bisphosphatase class 2
AKFMKLHP_02526	CDS	1290	murAB	2.5.1.7	COG0766	UDP-N-acetylglucosamine 1-carboxyvinyltransferase 2
AKFMKLHP_02527	CDS	639	tal	2.2.1.2	COG0176	Transaldolase
AKFMKLHP_02528	CDS	858	fbaA	4.1.2.13	COG0191	putative fructose-bisphosphate aldolase
AKFMKLHP_02529	CDS	375	spo0F	2.7.-.-	COG0784	Sporulation initiation phosphotransferase F
AKFMKLHP_02530	CDS	522				hypothetical protein
AKFMKLHP_02531	CDS	1608	pyrG	6.3.4.2		CTP synthase
AKFMKLHP_02532	CDS	522	rpoE		COG3343	DNA-directed RNA polymerase subunit delta
AKFMKLHP_02533	CDS	1140	acdA	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
AKFMKLHP_02534	CDS	2118	fadF	1.-.-.-	COG0247	putative iron-sulfur-binding oxidoreductase FadF
AKFMKLHP_02535	CDS	1197	clsB		COG1502	Minor cardiolipin synthase ClsB
AKFMKLHP_02536	CDS	963	uvsE	3.-.-.-	COG4294	UV DNA damage endonuclease
AKFMKLHP_02537	CDS	273				hypothetical protein
AKFMKLHP_02538	CDS	525				IS1595 family transposase ISCac2
AKFMKLHP_02539	CDS	1728		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
AKFMKLHP_02540	CDS	1503	ywiE	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
AKFMKLHP_02541	CDS	672	narX		COG2180	Nitrate reductase-like protein NarX
AKFMKLHP_02542	CDS	555				hypothetical protein
AKFMKLHP_02543	CDS	1464	narH	1.7.5.1	COG1140	Respiratory nitrate reductase 1 beta chain
AKFMKLHP_02544	CDS	3687	narG	1.7.5.1	COG5013	Respiratory nitrate reductase 1 alpha chain
AKFMKLHP_02545	CDS	477	arfM			putative transcription regulator ArfM
AKFMKLHP_02546	CDS	720				hypothetical protein
AKFMKLHP_02547	CDS	717	fnr		COG0664	Anaerobic regulatory protein
